,location,make_year,brand,model,price,km_driven,fuel_type,transmission,registration_year,insurance_type,no_of_seats,ownership,power,cc,mileage
5227,kolkata,2020,Hyundai,i20,480000,35000,Petrol,  Manual,2020,Expired,5,First Owner,81.8,1197.0,21.0
5228,kolkata,2017,Honda,BR-V,591000,34873,Petrol,  Manual,2017,Third Party,7,First Owner,117.3,1497.0,15.4
5229,kolkata,2019,Maruti,Baleno,448000,57709,Petrol,  Manual,2019,Expired,5,First Owner,81.8,1197.0,21.01
5230,kolkata,2020,Maruti,Baleno,550000,23000,Petrol,  Manual,2020,Third Party,5,First Owner,81.8,1197.0,21.01
5231,kolkata,2021,Maruti,Baleno,584000,3769,Petrol,  Manual,2021,Comprehensive,5,First Owner,81.8,1197.0,21.01
5232,kolkata,2015,Maruti,Ertiga,480000,58210,Diesel,  Manual,2015,Comprehensive,7,Second Owner,88.76,1248.0,20.77
5233,kolkata,2023,Kia,Sonet,899000,23000,Petrol,  Manual,2023,Expired,5,First Owner,118.36,998.0,18.2
5234,kolkata,2024,Kia,Seltos,1295000,22000,Petrol,  Manual,2024,Comprehensive,5,First Owner,113.42,1497.0,17.0
5235,kolkata,2020,Maruti,Baleno,483000,23169,Petrol,  Manual,2020,Third Party,5,Second Owner,81.8,1197.0,21.01
5236,kolkata,2022,Mercedes-Benz,AMG,4650000,20500,Petrol,  Automatic,2022,Expired,5,First Owner,301.73,1991.0,14.0
5237,kolkata,2022,Mahindra,Thar,1297000,14999,Diesel,  Manual,2022,Comprehensive,4,First Owner,130.0,2184.0,15.2
5238,kolkata,2021,Tata,Tiago,525000,16970,Petrol,  Manual,2021,Third Party,5,Second Owner,84.82,1199.0,20.09
5239,kolkata,2014,Mini,Cooper,1100000,30000,Diesel,  Automatic,2014,Comprehensive,5,First Owner,112.0,1998.0,23.8
5240,kolkata,2016,Hyundai,Creta,565000,57000,Petrol,  Manual,2016,Comprehensive,5,First Owner,121.3,1591.0,15.29
5241,kolkata,2023,Maruti,Swift,645000,22000,Petrol,  Manual,2023,Comprehensive,5,First Owner,88.5,1197.0,22.38
5242,kolkata,2022,Mahindra,Scorpio,1750000,19755,Petrol,  Manual,2022,Comprehensive,7,First Owner,200.0,1997.0,14.0
5243,kolkata,2017,Renault,Duster,535000,34000,Diesel,  Automatic,2017,Comprehensive,5,First Owner,108.45,1461.0,19.6
5244,kolkata,2013,Maruti,Wagon,250000,38000,Petrol,  Manual,2013,Comprehensive,5,First Owner,67.04,998.0,20.51
5245,kolkata,2019,Maruti,Vitara,599000,52000,Diesel,  Manual,2019,Comprehensive,5,First Owner,88.5,1248.0,24.3
5246,kolkata,2013,Hyundai,Verna,375000,60090,Petrol,  Manual,2013,Expired,5,First Owner,105.5,1396.0,17.43
5247,kolkata,2021,Kia,Seltos,1125000,25000,Diesel,  Manual,2021,Comprehensive,5,First Owner,113.43,1493.0,20.8
5248,kolkata,2016,Honda,City,425000,52000,Petrol,  Manual,2016,Expired,5,Second Owner,117.3,1497.0,17.8
5249,kolkata,2019,Honda,Civic,1150000,39743,Petrol,  Automatic,2019,Comprehensive,5,First Owner,139.46,1799.0,16.5
5250,kolkata,2016,Hyundai,Xcent,340000,26473,Petrol,  Manual,2016,Expired,5,First Owner,82.0,1197.0,19.1
5251,kolkata,2021,Kia,Sonet,849000,28000,Petrol,  Manual,2021,Comprehensive,5,First Owner,81.86,1197.0,18.4
5252,kolkata,2022,Toyota,Fortuner,4395000,28000,Diesel,  Automatic,2022,Comprehensive,7,First Owner,201.15,2755.0,8.0
5253,kolkata,2019,Jeep,Compass,1250000,24000,Diesel,  Manual,2019,Third Party,5,First Owner,170.63,1956.0,17.1
5254,kolkata,2022,Maruti,XL6,1075000,8258,Petrol,  Manual,2022,Comprehensive,6,First Owner,103.2,1462.0,19.01
5255,kolkata,2019,MG,Hector,1000000,49698,Petrol,  Automatic,2019,Comprehensive,5,First Owner,141.0,1451.0,13.96
5256,kolkata,2016,Jaguar,XE,1598000,37652,Petrol,  Automatic,2016,Comprehensive,5,First Owner,197.13,1999.0,14.0
5257,kolkata,2019,Honda,WR-V,625000,33000,Petrol,  Manual,2019,Expired,5,First Owner,88.7,1199.0,17.5
5258,kolkata,2017,Hyundai,Creta,550000,85000,Diesel,  Manual,2017,Comprehensive,5,First Owner,88.7,1396.0,21.38
5259,kolkata,2016,Maruti,S,497000,57455,Diesel,  Manual,2016,Comprehensive,5,First Owner,88.5,1248.0,23.65
5260,kolkata,2014,Maruti,Wagon,265000,56556,Petrol,  Manual,2015,Comprehensive,5,Third Owner,67.04,998.0,20.51
5261,kolkata,2017,Volkswagen,Tiguan,2000000,44000,Diesel,  Automatic,2018,Third Party,5,First Owner,141.0,1968.0,16.65
5262,kolkata,2018,Hyundai,Creta,735000,100000,Diesel,  Manual,2018,Comprehensive,5,First Owner,126.2,1582.0,19.67
5263,kolkata,2014,Audi,A4,969999,46885,Diesel,  Automatic,2014,Comprehensive,5,Second Owner,147.51,1968.0,16.55
5264,kolkata,2018,Maruti,Wagon,389000,18543,Petrol,  Manual,2018,Expired,5,First Owner,67.04,998.0,20.51
5265,kolkata,2019,Volkswagen,Ameo,432000,34713,Petrol,  Manual,2019,Expired,5,First Owner,75.0,999.0,19.44
5266,kolkata,2022,Hyundai,Venue,890000,25000,Diesel,  Manual,2022,Comprehensive,5,First Owner,114.0,1493.0,24.2
5267,kolkata,2019,Maruti,Swift,570000,37235,Diesel,  Automatic,2019,Comprehensive,5,Second Owner,74.0,1248.0,28.4
5268,kolkata,2021,Mahindra,Thar,1350000,21833,Petrol,  Automatic,2021,Comprehensive,4,First Owner,150.0,1997.0,8.0
5269,kolkata,2020,Hyundai,Grand,525000,34000,Petrol,  Manual,2021,Comprehensive,5,First Owner,81.86,1197.0,20.7
5270,kolkata,2014,Honda,Amaze,229999,36000,Diesel,  Manual,2014,Comprehensive,5,Second Owner,98.6,1498.0,25.8
5271,kolkata,2019,Maruti,Swift,528000,25322,Petrol,  Manual,2019,Zero Dep,5,Second Owner,81.8,1197.0,21.21
5272,kolkata,2017,Maruti,Baleno,445000,65000,Petrol,  Manual,2017,Expired,5,First Owner,83.1,1197.0,21.4
5273,kolkata,2015,Maruti,Swift,304000,62719,Petrol,  Manual,2015,Third Party,5,First Owner,81.8,1197.0,21.21
5274,kolkata,2020,Maruti,Swift,475000,46000,Petrol,  Manual,2020,Expired,5,Second Owner,81.8,1197.0,21.21
5275,kolkata,2020,Hyundai,Creta,869999,18879,Petrol,  Manual,2020,Comprehensive,5,First Owner,113.18,1497.0,18.0
5276,kolkata,2013,Maruti,Swift,287000,47392,Petrol,  Manual,2013,Expired,5,Second Owner,85.8,1197.0,18.6
5277,kolkata,2019,Mercedes-Benz,CLA,1800000,47496,Diesel,  Automatic,2020,Comprehensive,5,Third Owner,134.1,2143.0,14.0
5278,kolkata,2019,Honda,City,525000,41000,Petrol,  Manual,2019,Comprehensive,5,First Owner,117.6,1497.0,17.4
5279,kolkata,2024,Tata,Nexon,750000,5000,Petrol,  Manual,2024,Comprehensive,5,Second Owner,118.27,1199.0,17.44
5280,kolkata,2020,Hyundai,Venue,745000,23000,Petrol,  Manual,2020,Expired,5,First Owner,118.35,998.0,18.27
5281,kolkata,2017,Renault,Duster,545000,66000,Diesel,  Automatic,2017,Comprehensive,5,First Owner,108.45,1461.0,19.6
5282,kolkata,2019,Hyundai,Verna,599000,37000,Petrol,  Manual,2019,Comprehensive,5,First Owner,121.3,1591.0,17.0
5283,kolkata,2015,Hyundai,Creta,545000,45000,Petrol,  Manual,2015,Expired,5,First Owner,121.3,1591.0,15.29
5284,kolkata,2023,Kia,Seltos,1300000,9487,Petrol,  Manual,2023,Comprehensive,5,First Owner,113.42,1497.0,17.0
5285,kolkata,2020,Mahindra,KUV,312000,45000,Petrol,  Manual,2020,Comprehensive,6,First Owner,82.0,1198.0,18.15
5286,kolkata,2020,Mahindra,Thar,1175000,50000,Diesel,  Manual,2021,Comprehensive,4,First Owner,130.07,2184.0,9.0
5287,kolkata,2015,Hyundai,Grand,399000,11700,Petrol,  Manual,2015,Expired,5,First Owner,82.0,1197.0,18.9
5288,kolkata,2016,Hyundai,Verna,433000,24266,Petrol,  Manual,2016,Third Party,5,Second Owner,121.3,1591.0,17.01
5289,kolkata,2023,Mahindra,Thar,1295000,5500,Petrol,  Automatic,2023,Expired,4,Second Owner,150.0,1997.0,15.2
5290,kolkata,2017,Honda,BR-V,699000,27000,Petrol,  Manual,2017,Expired,7,First Owner,117.3,1497.0,15.4
5291,kolkata,2019,Maruti,Wagon,308000,81807,Petrol,  Manual,2019,Expired,5,First Owner,81.8,1197.0,21.5
5292,kolkata,2015,Ford,Ecosport,399000,35000,Diesel,  Manual,2015,Third Party,5,Second Owner,98.59,1498.0,22.77
5293,kolkata,2018,Hyundai,i20,484999,55000,Petrol,  Automatic,2018,Expired,5,First Owner,81.86,1197.0,17.4
5294,kolkata,2021,Maruti,Wagon,535000,19000,Petrol,  Manual,2021,Comprehensive,5,First Owner,81.8,1197.0,20.52
5295,kolkata,2017,Maruti,Baleno,440000,27000,Petrol,  Manual,2017,Comprehensive,5,First Owner,83.1,1197.0,21.4
5296,kolkata,2015,Hyundai,i20,380000,77000,Petrol,  Manual,2015,Comprehensive,5,First Owner,81.83,1197.0,18.6
5297,kolkata,2018,Mahindra,XUV500,899000,54000,Diesel,  Manual,2018,Comprehensive,7,First Owner,140.0,2179.0,16.0
5298,kolkata,2014,Mercedes-Benz,GLA,1500000,30000,Diesel,  Automatic,2014,Comprehensive,5,Second Owner,136.0,2143.0,14.0
5299,kolkata,2016,Mahindra,XUV500,600000,52000,Diesel,  Manual,2016,Comprehensive,7,First Owner,140.0,2179.0,16.0
5300,kolkata,2021,Kia,Carnival,2375000,14600,Diesel,  Automatic,2021,Expired,7,Second Owner,197.26,2199.0,14.0
5301,kolkata,2017,Hyundai,Creta,568000,43000,Diesel,  Manual,2017,Comprehensive,5,First Owner,88.7,1396.0,21.38
5302,kolkata,2016,Volkswagen,Ameo,290000,58627,Petrol,  Manual,2016,Comprehensive,5,Second Owner,73.75,1198.0,17.0
5303,kolkata,2016,Hyundai,Creta,625000,64000,Diesel,  Manual,2016,Comprehensive,5,First Owner,126.2,1582.0,19.67
5304,kolkata,2015,Maruti,Swift,350000,90422,Diesel,  Manual,2015,Expired,5,First Owner,74.0,1248.0,26.59
5305,kolkata,2013,Hyundai,Verna,330000,54000,Petrol,  Manual,2013,Comprehensive,5,First Owner,121.3,1591.0,17.01
5306,kolkata,2019,Honda,City,725000,28544,Petrol,  Manual,2019,Comprehensive,5,First Owner,117.6,1497.0,17.4
5307,kolkata,2018,Hyundai,Grand,362000,29673,Petrol,  Manual,2018,Comprehensive,5,First Owner,81.86,1197.0,18.9
5308,kolkata,2019,Maruti,Ertiga,900000,52200,Diesel,  Manual,2019,Comprehensive,7,First Owner,88.5,1248.0,25.47
5309,kolkata,2015,Honda,Jazz,360000,63541,Diesel,  Manual,2016,Comprehensive,5,First Owner,98.6,1498.0,27.3
5310,kolkata,2013,Hyundai,i10,240000,30595,Petrol,  Manual,2013,Comprehensive,5,Second Owner,78.9,1197.0,20.36
5311,kolkata,2018,Maruti,Vitara,650000,31711,Diesel,  Manual,2018,Comprehensive,5,First Owner,88.5,1248.0,24.3
5312,kolkata,2019,Renault,Duster,470000,25848,Petrol,  Manual,2019,Third Party,5,First Owner,105.0,1498.0,13.9
5313,kolkata,2012,Maruti,Swift,295000,46843,Diesel,  Manual,2012,Comprehensive,5,Second Owner,74.0,1248.0,23.4
5314,kolkata,2023,Honda,Elevate,1199000,28000,Petrol,  Manual,2023,Comprehensive,5,First Owner,119.0,1498.0,15.31
5315,kolkata,2018,Honda,City,675000,60000,Petrol,  Manual,2019,Expired,5,First Owner,117.6,1497.0,17.4
5316,kolkata,2019,Hyundai,Venue,750000,41000,Petrol,  Automatic,2019,Comprehensive,5,Second Owner,118.35,998.0,18.15
5317,kolkata,2019,Maruti,Swift,600000,28000,Petrol,  Manual,2019,Comprehensive,5,First Owner,81.8,1197.0,21.21
5318,kolkata,2019,Hyundai,Grand,500000,50000,Petrol,  Automatic,2020,Third Party,5,Second Owner,81.86,1197.0,20.7
5319,kolkata,2018,Toyota,Yaris,450000,43831,Petrol,  Manual,2018,Expired,5,First Owner,105.5,1496.0,17.1
5320,kolkata,2014,Honda,City,365000,96000,Diesel,  Manual,2014,Comprehensive,5,Third Owner,98.6,1498.0,26.0
5321,kolkata,2021,Hyundai,i20,649000,47000,Petrol,  Automatic,2021,Third Party,5,First Owner,86.76,1197.0,19.65
5322,kolkata,2021,Jeep,Wrangler,5500000,26162,Petrol,  Automatic,2022,Comprehensive,5,First Owner,268.0,1998.0,12.1
5323,kolkata,2019,Maruti,Vitara,590000,80000,Diesel,  Manual,2019,Comprehensive,5,First Owner,88.5,1248.0,24.3
5324,kolkata,2017,Audi,A6,2225000,27865,Petrol,  Automatic,2017,Comprehensive,5,First Owner,187.74,1798.0,14.0
5325,kolkata,2023,MG,Hector,1900000,21479,Diesel,  Manual,2023,Comprehensive,7,First Owner,167.67,1956.0,15.58
5326,kolkata,2021,Toyota,Urban,670000,20317,Petrol,  Manual,2021,Expired,5,First Owner,103.26,1462.0,17.03
5327,kolkata,2018,Toyota,Yaris,565000,56000,Petrol,  Automatic,2018,Comprehensive,5,First Owner,105.5,1496.0,17.8
5328,kolkata,2023,Skoda,Slavia,938000,10000,Petrol,  Manual,2023,Comprehensive,5,First Owner,113.98,999.0,19.47
5329,kolkata,2021,Hyundai,i20,665000,31000,Petrol,  Manual,2022,Comprehensive,5,First Owner,81.8,1197.0,21.0
5330,kolkata,2022,Mercedes-Benz,GLC,4395000,44800,Diesel,  Automatic,2022,Expired,5,First Owner,194.0,1950.0,14.0
5331,kolkata,2023,Maruti,Grand,1075000,13000,Petrol,  Manual,2023,Comprehensive,5,First Owner,101.64,1462.0,21.11
5332,kolkata,2019,Honda,WR-V,600000,47800,Petrol,  Manual,2019,Third Party,5,First Owner,88.7,1199.0,17.5
5333,kolkata,2018,Maruti,Swift,525000,38000,Petrol,  Manual,2018,Comprehensive,5,Third Owner,81.8,1197.0,22.0
5334,kolkata,2022,Hyundai,Grand,670000,18000,Petrol,  Automatic,2022,Expired,5,First Owner,81.86,1197.0,20.7
5335,kolkata,2021,MG,ZS,1490000,54000,Electric,  Automatic,2021,Comprehensive,5,First Owner,140.8,0.1,20.0
5336,kolkata,2016,Hyundai,Creta,620000,75000,Petrol,  Manual,2016,Comprehensive,5,First Owner,121.3,1591.0,13.0
5337,kolkata,2021,Ford,Aspire,450000,28000,Petrol,  Manual,2021,Third Party,5,First Owner,94.93,1194.0,18.5
5338,kolkata,2020,Mahindra,XUV300,900000,31470,Diesel,  Manual,2020,Comprehensive,5,First Owner,115.05,1497.0,20.1
5339,kolkata,2020,Mahindra,XUV300,600000,54669,Petrol,  Manual,2020,Comprehensive,5,First Owner,108.6,1197.0,17.0
5340,kolkata,2023,Hyundai,Verna,1350000,39960,Petrol,  Automatic,2023,Comprehensive,5,First Owner,113.18,1497.0,18.45
5341,kolkata,2014,Maruti,Swift,370000,59550,Petrol,  Manual,2014,Expired,5,First Owner,85.8,1197.0,19.1
5342,kolkata,2024,Hyundai,Grand,725000,2000,Petrol,  Manual,2024,Comprehensive,5,First Owner,81.8,1197.0,18.0
5343,kolkata,2012,Maruti,Ertiga,379000,45980,Diesel,  Manual,2012,Expired,7,Second Owner,88.76,1248.0,20.77
5344,kolkata,2022,BMW,5,4650000,11400,Diesel,  Automatic,2022,Expired,5,Second Owner,187.74,1995.0,20.37
5345,kolkata,2014,Hyundai,i20,315000,35000,Petrol,  Manual,2014,Comprehensive,5,First Owner,82.9,1197.0,18.5
5346,kolkata,2017,Maruti,S,595000,57440,Diesel,  Manual,2017,Comprehensive,5,First Owner,88.5,1248.0,25.1
5347,kolkata,2018,Volkswagen,Polo,488999,37900,Petrol,  Manual,2019,Comprehensive,5,First Owner,75.0,999.0,18.78
5348,kolkata,2017,Hyundai,i20,425000,24000,Petrol,  Automatic,2017,Comprehensive,5,First Owner,98.5,1368.0,18.6
5349,kolkata,2020,Volkswagen,Polo,484999,40000,Petrol,  Manual,2020,Comprehensive,5,First Owner,75.1,999.0,17.74
5350,kolkata,2017,Hyundai,Creta,582000,35000,Petrol,  Manual,2017,Comprehensive,5,First Owner,121.3,1591.0,15.29
5351,kolkata,2013,Hyundai,i10,210000,78554,Petrol,  Manual,2013,Third Party,5,First Owner,78.9,1197.0,20.36
5352,kolkata,2011,Hyundai,i10,120000,47000,Petrol,  Manual,2011,Expired,5,First Owner,68.05,1086.0,19.81
5353,kolkata,2023,MG,Hector,1900000,44171,Petrol,  Automatic,2023,Comprehensive,6,First Owner,141.0,1451.0,12.34
5354,kolkata,2020,Honda,WR-V,615000,10673,Petrol,  Manual,2020,Comprehensive,5,First Owner,88.5,1199.0,16.5
5355,kolkata,2021,Maruti,Wagon,400000,73383,Petrol,  Manual,2021,Third Party,5,First Owner,67.05,998.0,21.79
5356,kolkata,2014,Maruti,Swift,301000,36123,Petrol,  Manual,2014,Expired,5,Second Owner,85.8,1197.0,19.1
5357,kolkata,2016,Toyota,Corolla,575000,50000,Petrol,  Automatic,2016,Expired,5,First Owner,138.03,1798.0,14.28
5358,kolkata,2019,Maruti,Swift,465000,50000,Petrol,  Automatic,2019,Comprehensive,5,First Owner,81.8,1197.0,21.21
5359,kolkata,2019,Mahindra,TUV,575000,32000,Diesel,  Manual,2019,Comprehensive,7,First Owner,100.0,1493.0,18.49
5360,kolkata,2016,Mercedes-Benz,B,1370000,16187,Diesel,  Automatic,2016,Comprehensive,5,First Owner,134.1,2143.0,14.0
5361,kolkata,2016,Toyota,Corolla,725000,50000,Petrol,  Automatic,2017,Expired,5,Second Owner,138.1,1794.0,14.53
5362,kolkata,2015,Hyundai,i20,349000,55000,Petrol,  Manual,2015,Third Party,5,First Owner,81.86,1197.0,17.19
5363,kolkata,2019,Honda,City,735000,66000,Petrol,  Manual,2019,Expired,5,First Owner,117.6,1497.0,17.4
5364,kolkata,2022,Mahindra,XUV300,999000,19000,Petrol,  Manual,2022,Comprehensive,5,First Owner,108.62,1197.0,16.82
5365,kolkata,2016,Hyundai,Grand,350000,46153,Petrol,  Automatic,2016,Comprehensive,5,Second Owner,82.0,1197.0,18.9
5366,kolkata,2020,Hyundai,Venue,785000,12900,Petrol,  Manual,2020,Comprehensive,5,First Owner,118.35,998.0,18.27
5367,kolkata,2022,Tata,Altroz,538000,39219,Petrol,  Manual,2022,Zero Dep,5,First Owner,86.83,1199.0,19.33
5368,kolkata,2020,Hyundai,Venue,795000,12000,Petrol,  Manual,2020,Comprehensive,5,First Owner,118.35,998.0,18.27
5369,kolkata,2022,Audi,Q2,2750000,26000,Petrol,  Automatic,2022,Comprehensive,5,First Owner,187.74,1984.0,14.0
5370,kolkata,2019,Honda,Jazz,498000,33000,Petrol,  Manual,2019,Comprehensive,5,First Owner,88.7,1199.0,18.2
5371,kolkata,2022,Kia,Sonet,975000,15853,Petrol,  Automatic,2022,Comprehensive,5,First Owner,118.35,998.0,18.3
5372,kolkata,2020,Honda,WR-V,725000,28000,Petrol,  Manual,2021,Comprehensive,5,First Owner,88.7,1199.0,17.5
5373,kolkata,2018,Maruti,Swift,618000,72055,Petrol,  Manual,2018,Expired,5,First Owner,81.8,1197.0,21.21
5374,kolkata,2019,Honda,Civic,1150000,39000,Petrol,  Automatic,2019,Comprehensive,5,First Owner,139.46,1799.0,16.5
5375,kolkata,2021,Maruti,XL6,994999,36000,Petrol,  Automatic,2021,Comprehensive,6,First Owner,103.2,1462.0,18.0
5376,kolkata,2023,Maruti,Swift,664000,25000,Petrol,  Manual,2023,Comprehensive,5,Second Owner,88.5,1197.0,22.41
5377,kolkata,2019,Tata,Harrier,1075000,52000,Diesel,  Manual,2019,Comprehensive,5,First Owner,138.1,1956.0,17.0
5378,kolkata,2013,Skoda,Superb,350000,70000,Petrol,  Automatic,2013,Comprehensive,5,Second Owner,157.75,1798.0,13.7
5379,kolkata,2022,Maruti,Baleno,715000,36000,Petrol,  Manual,2022,Comprehensive,5,First Owner,88.5,1197.0,22.35
5380,kolkata,2022,Tata,Nexon,950000,39350,Electric,  Automatic,2022,Comprehensive,5,First Owner,127.0,0.1,20.0
5381,kolkata,2020,Maruti,Wagon,484999,8000,Petrol,  Manual,2020,Comprehensive,5,First Owner,67.05,998.0,21.79
5382,kolkata,2018,Hyundai,Elantra,580000,97369,Diesel,  Automatic,2018,Expired,5,First Owner,126.2,1582.0,18.23
5383,kolkata,2015,Toyota,Corolla,562000,50000,Petrol,  Manual,2015,Comprehensive,5,First Owner,138.03,1798.0,14.28
5384,kolkata,2014,Hyundai,i20,280000,59000,Petrol,  Manual,2014,Comprehensive,5,First Owner,81.83,1197.0,18.6
5385,kolkata,2019,Honda,WR-V,600000,67000,Petrol,  Manual,2019,Expired,5,First Owner,88.7,1199.0,17.5
5386,kolkata,2015,Volkswagen,Polo,375000,45000,Diesel,  Manual,2015,Comprehensive,5,First Owner,88.8,1498.0,20.14
5387,kolkata,2015,Maruti,Ertiga,540000,111700,Diesel,  Manual,2015,Expired,7,Second Owner,88.8,1248.0,20.77
5388,kolkata,2018,Honda,City,675000,68000,Petrol,  Manual,2018,Expired,5,First Owner,117.6,1497.0,17.4
5389,kolkata,2015,Mahindra,TUV,515000,34019,Diesel,  Manual,2015,Expired,7,Second Owner,100.0,1493.0,18.49
5390,kolkata,2016,Toyota,Corolla,525000,111345,Petrol,  Manual,2016,Comprehensive,5,First Owner,138.03,1798.0,14.28
5391,kolkata,2016,BMW,X1,1390000,39000,Diesel,  Automatic,2016,Comprehensive,5,First Owner,188.0,1995.0,20.68
5392,kolkata,2019,Honda,WR-V,550000,36080,Petrol,  Manual,2019,Comprehensive,5,First Owner,88.7,1199.0,17.5
5393,kolkata,2017,Hyundai,Verna,455000,28018,Petrol,  Manual,2017,Expired,5,First Owner,121.3,1591.0,17.01
5394,kolkata,2020,Hyundai,Grand,480000,50000,Petrol,  Manual,2020,Expired,5,First Owner,81.86,1197.0,20.7
5395,kolkata,2019,BMW,X5,5800000,58137,Diesel,  Automatic,2019,Comprehensive,5,Second Owner,261.5,2993.0,13.38
5396,kolkata,2018,Honda,City,750000,45000,Petrol,  Automatic,2018,Comprehensive,5,First Owner,117.6,1497.0,18.0
5397,kolkata,2011,Mercedes-Benz,C-Class,575000,60000,Diesel,  Automatic,2011,Expired,5,Second Owner,201.15,2143.0,14.0
5398,kolkata,2016,Hyundai,i20,385000,45000,Petrol,  Manual,2016,Expired,5,First Owner,81.86,1197.0,17.19
5399,kolkata,2010,Toyota,Innova,349000,200000,Diesel,  Manual,2010,Expired,8,Third Owner,199.52,2494.0,12.8
5400,kolkata,2017,Honda,WR-V,550000,45000,Petrol,  Manual,2017,Third Party,5,First Owner,88.7,1199.0,17.5
5401,kolkata,2019,Hyundai,i20,569000,48000,Petrol,  Manual,2019,Comprehensive,5,First Owner,81.86,1197.0,18.6
5402,kolkata,2013,Maruti,Wagon,260000,49521,Petrol,  Manual,2014,Expired,5,First Owner,67.04,998.0,20.51
5403,kolkata,2013,Hyundai,i10,220000,36000,Petrol,  Manual,2013,Comprehensive,5,First Owner,78.9,1197.0,20.36
5404,kolkata,2020,Audi,A6,3500000,40868,Petrol,  Automatic,2020,Comprehensive,5,First Owner,241.3,1984.0,14.11
5405,kolkata,2019,Maruti,Wagon,430999,99212,Petrol,  Manual,2019,Expired,5,First Owner,67.05,998.0,21.79
5406,kolkata,2019,Volkswagen,Polo,451999,50000,Petrol,  Manual,2019,Comprehensive,5,First Owner,75.0,999.0,18.78
5407,kolkata,2016,Honda,Jazz,325000,64000,Petrol,  Manual,2016,Comprehensive,5,First Owner,88.7,1199.0,18.7
5408,kolkata,2011,Maruti,A-Star,280000,4800,Petrol,  Manual,2011,Comprehensive,5,First Owner,66.1,998.0,19.0
5409,kolkata,2020,Maruti,Wagon,425000,49000,Petrol,  Manual,2020,Expired,5,First Owner,81.8,1197.0,20.52
5410,kolkata,2017,Audi,A4,2250000,30889,Diesel,  Automatic,2017,Comprehensive,5,First Owner,187.74,1968.0,14.0
5411,kolkata,2017,Audi,A6,2225000,27865,Petrol,  Automatic,2017,Comprehensive,5,First Owner,187.74,1798.0,14.0
5412,kolkata,2014,Hyundai,Verna,370000,62388,Petrol,  Manual,2014,Comprehensive,5,First Owner,105.5,1396.0,17.43
5413,kolkata,2018,Mahindra,XUV500,910000,77000,Diesel,  Manual,2018,Comprehensive,7,First Owner,140.0,1997.0,16.0
5414,kolkata,2022,Audi,Q2,2695000,44000,Petrol,  Automatic,2022,Comprehensive,5,Second Owner,187.74,1984.0,14.0
5415,kolkata,2023,Mahindra,XUV300,994999,19000,Petrol,  Manual,2023,Comprehensive,5,First Owner,108.62,1197.0,16.82
5416,kolkata,2014,Audi,A3,1050000,49000,Diesel,  Automatic,2015,Third Party,5,Second Owner,143.0,1968.0,14.0
5417,kolkata,2018,Hyundai,Creta,865000,55000,Petrol,  Automatic,2018,Comprehensive,5,First Owner,121.3,1591.0,13.0
5418,kolkata,2021,Renault,KWID,385000,13962,Petrol,  Manual,2021,Zero Dep,5,First Owner,67.0,999.0,21.74
5419,kolkata,2022,MG,Astor,1090000,22000,Petrol,  Manual,2022,Comprehensive,5,First Owner,108.49,1498.0,15.43
5420,kolkata,2022,Mahindra,Thar,1225000,37000,Diesel,  Manual,2022,Comprehensive,4,First Owner,130.0,2184.0,15.2
5421,kolkata,2018,Hyundai,Creta,875000,52000,Petrol,  Automatic,2018,Comprehensive,5,First Owner,121.3,1591.0,14.8
5422,kolkata,2016,Mitsubishi,Pajero,950000,79000,Diesel,  Automatic,2016,Expired,7,First Owner,175.56,2477.0,13.5
5423,kolkata,2018,Honda,City,695000,48000,Petrol,  Manual,2018,Comprehensive,5,First Owner,117.6,1497.0,17.4
5424,kolkata,2017,Mercedes-Benz,GLC,3250000,26000,Diesel,  Automatic,2017,Comprehensive,5,First Owner,170.0,2143.0,14.0
5425,kolkata,2017,Hyundai,Creta,650000,56000,Diesel,  Manual,2017,Comprehensive,5,Second Owner,88.7,1396.0,22.1
5426,kolkata,2019,Maruti,Alto,345000,4490,Petrol,  Manual,2019,Expired,5,First Owner,67.05,998.0,23.95
5427,kolkata,2023,Mahindra,XUV300,999000,18000,Petrol,  Manual,2023,Comprehensive,5,First Owner,108.62,1197.0,16.82
5428,kolkata,2019,Mercedes-Benz,GLE,5900000,28000,Petrol,  Automatic,2019,Expired,5,First Owner,384.87,2996.0,14.0
5429,kolkata,2018,Honda,City,775000,45000,Petrol,  Automatic,2018,Comprehensive,5,First Owner,117.6,1497.0,17.4
5430,kolkata,2014,Audi,A6,1290000,34560,Diesel,  Automatic,2014,Comprehensive,5,First Owner,174.33,1968.0,14.0
5431,kolkata,2022,Hyundai,i20,715000,10903,Petrol,  Manual,2022,Zero Dep,5,Second Owner,81.8,1197.0,21.0
5432,kolkata,2016,Maruti,Wagon,350000,36000,Petrol,  Manual,2017,Comprehensive,5,First Owner,67.04,998.0,20.51
5433,kolkata,2016,Toyota,Etios,350000,62000,Petrol,  Manual,2016,Comprehensive,5,First Owner,88.73,1496.0,16.78
5434,kolkata,2018,Toyota,Yaris,599000,56000,Petrol,  Automatic,2018,Comprehensive,5,First Owner,105.94,1496.0,17.8
5435,kolkata,2020,MG,Hector,1249000,70000,Diesel,  Manual,2020,Comprehensive,6,First Owner,167.67,1956.0,16.65
5436,kolkata,2017,Mahindra,XUV500,819000,45000,Diesel,  Manual,2017,Third Party,7,First Owner,140.0,2179.0,16.0
